Time [s],Channel 0,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7
17.823733050,0,1,0,0,0,1,1,0
17.823733900,0,1,0,0,1,1,1,0
17.823738750,1,1,0,0,1,1,1,0
17.823738800,1,0,0,0,1,0,0,0
18.282418400,1,0,0,0,1,0,0,1
18.323707950,0,1,0,0,1,0,0,1
18.323734050,0,1,0,0,0,0,1,0
18.323734250,0,1,0,0,0,0,0,1
18.323734650,0,1,0,0,0,1,1,0
18.323735500,0,1,0,0,1,1,1,0
18.323740200,1,0,0,0,1,0,0,0
18.690015950,1,0,0,0,0,1,0,0
18.690962700,1,0,0,0,1,0,1,0
18.690964250,1,0,0,0,0,0,0,1
18.690987550,1,0,0,0,1,1,0,0
18.823719450,1,1,0,0,1,1,0,1
18.823719500,0,1,0,0,1,0,0,1
18.823746050,0,1,0,0,1,0,1,1
18.823746100,0,1,0,0,0,0,1,0
18.823746650,0,1,0,0,0,0,1,1
18.823746700,0,1,0,0,0,0,0,1
18.823747000,0,1,0,0,0,1,1,0
18.823747850,0,1,0,0,1,1,1,0
18.823752200,1,0,0,0,1,0,0,0
19.282431050,1,0,0,0,1,0,0,1
19.323734900,1,1,0,0,1,0,0,1
19.323734950,0,1,0,0,1,0,0,1
19.323761550,0,1,0,0,0,0,1,0
19.323761750,0,1,0,0,0,0,0,1
19.323762150,0,1,0,0,0,1,1,0
19.323763000,0,1,0,0,1,1,1,0
19.323767200,1,1,0,0,1,1,1,0
19.323767250,1,0,0,0,1,0,0,0
19.690018300,1,0,0,0,0,1,0,0
19.690967150,1,0,0,0,1,0,1,0
19.690969150,1,0,0,0,0,0,0,1
19.690992800,1,0,0,0,1,1,0,0
19.823750700,0,1,0,0,1,0,0,1
19.823778000,0,1,0,0,0,0,1,0
19.823778150,0,1,0,0,0,0,0,1
19.823778400,0,1,0,0,0,1,1,0
19.823779250,0,1,0,0,1,1,1,0
19.823783850,1,0,0,0,1,0,0,0
20.282440350,1,0,0,0,1,0,0,1
20.323755150,1,1,0,0,1,0,0,1
20.323755200,0,1,0,0,1,0,0,1
20.323781950,0,1,0,0,0,0,1,0
20.323782150,0,1,0,0,0,0,0,1
20.323782500,0,1,0,0,0,1,1,0
20.323783350,0,1,0,0,1,1,1,0
20.323787900,1,0,0,0,1,0,0,0
20.690027300,1,0,0,0,0,1,0,0
20.690979950,1,0,0,0,1,0,1,0
20.690981600,1,0,0,0,1,0,1,1
20.690981650,1,0,0,0,0,0,0,1
20.691004550,1,0,0,0,1,1,0,0
20.823772300,0,1,0,0,1,0,0,1
20.823798850,0,1,0,0,0,0,1,0
20.823799050,0,1,0,0,0,0,0,1
20.823799350,0,1,0,0,0,1,1,1
20.823799400,0,1,0,0,0,1,1,0
20.823800200,0,1,0,0,1,1,1,0
20.823804450,1,0,0,0,1,0,0,0
21.282446050,1,0,0,0,1,0,0,1
21.323775900,1,1,0,0,1,0,0,1
21.323775950,0,1,0,0,1,0,0,1
21.323802300,0,1,0,0,1,0,1,1
21.323802350,0,1,0,0,0,0,1,0
21.323802550,0,1,0,0,0,0,0,1
21.323802900,0,1,0,0,0,1,1,1
21.323802950,0,1,0,0,0,1,1,0
21.323804150,0,1,0,0,1,1,1,0
21.323808150,1,0,0,0,1,0,0,0
21.690046850,1,0,0,0,0,1,0,0
21.690992900,1,0,0,0,1,0,1,0
21.690994600,1,0,0,0,1,0,1,1
21.690994650,1,0,0,0,0,0,0,1
21.691018450,1,0,0,0,1,1,0,0
21.823780700,0,1,0,0,1,0,0,1
21.823806950,0,1,0,0,1,0,1,1
21.823807000,0,1,0,0,0,0,1,0
21.823807200,0,1,0,0,0,0,0,1
21.823807550,0,1,0,0,0,1,1,1
21.823807600,0,1,0,0,0,1,1,0
21.823808400,0,1,0,0,1,1,1,0
21.823812850,1,0,0,0,1,0,0,0
22.282452700,1,0,0,0,1,0,0,1
22.323794900,0,1,0,0,1,0,0,1
22.323820650,0,1,0,0,0,0,1,0
22.323820900,0,1,0,0,0,0,0,1
22.323821250,0,1,0,0,0,1,1,0
22.323822350,0,1,0,0,1,1,1,0
22.323826750,1,0,0,0,1,0,0,0
22.690055150,1,0,0,0,0,1,0,0
22.690996400,1,0,0,0,1,0,1,0
22.690998100,1,0,0,0,0,0,0,1
22.691021450,1,0,0,0,1,1,0,0
22.823809000,1,1,0,0,1,0,0,1
22.823809050,0,1,0,0,1,0,0,1
22.823836400,0,1,0,0,0,0,1,0
22.823836750,0,1,0,0,0,0,1,1
22.823836800,0,1,0,0,0,0,0,1
22.823837100,0,1,0,0,0,1,1,0
22.823837950,0,1,0,0,1,1,1,0
22.823842200,1,0,0,0,1,0,0,0
23.282465600,1,0,0,0,1,0,0,1
23.323818700,0,1,0,0,1,0,0,1
23.323844900,0,1,0,0,0,0,1,0
23.323845100,0,1,0,0,0,0,0,1
23.323845450,0,1,0,0,0,1,1,0
23.323846350,0,1,0,0,1,1,1,0
23.323850450,1,0,0,0,1,0,0,0
23.690058500,1,0,0,0,0,1,0,0
23.691009200,1,0,0,0,1,1,1,0
23.691009250,1,0,0,0,1,0,1,0
23.691011200,1,0,0,0,0,0,0,1
23.691034050,1,0,0,0,1,1,0,0
23.823836850,0,1,0,0,1,0,0,1
23.823863550,0,1,0,0,0,0,1,0
23.823863800,0,1,0,0,0,0,0,1
23.823864100,0,1,0,0,0,1,1,1
23.823864150,0,1,0,0,0,1,1,0
23.823865000,0,1,0,0,1,1,1,0
23.823869900,1,1,0,0,1,1,1,0
23.823869950,1,0,0,0,1,0,0,0
24.282477050,1,0,0,0,1,0,0,1
24.323851050,0,1,0,0,1,0,0,1
24.323876750,0,1,0,0,0,0,1,0
