Time [s],Channel 0,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 9
0.902927700,0,0,0,0,1,0,0,0,1,1
0.902936350,0,0,0,0,1,0,0,0,1,0
0.902945000,0,0,0,0,1,0,0,0,1,1
0.902962300,0,0,0,0,1,0,0,0,1,0
0.902979550,0,0,0,0,1,0,0,0,1,1
0.902988200,0,0,0,0,1,0,0,0,1,0
0.902996850,0,0,0,0,1,0,0,0,1,1
0.903022750,0,0,0,0,1,0,0,0,1,0
0.903031400,0,0,0,0,1,0,0,0,1,1
0.903040050,0,0,0,0,1,0,0,0,1,0
0.903048650,0,0,0,0,1,0,0,0,1,1
0.903057300,0,0,0,0,1,0,0,0,1,0
0.903065950,0,0,0,0,1,0,0,0,1,1
0.903083250,0,0,0,0,1,0,0,0,1,0
0.903091850,0,0,0,0,1,0,0,0,1,1
0.903109150,0,0,0,0,1,0,0,0,1,0
0.903117800,0,0,0,0,1,0,0,0,1,1
0.903126450,0,0,0,0,1,0,0,0,1,0
0.903143700,0,0,0,0,1,0,0,0,1,1
0.903152350,0,0,0,0,1,0,0,0,1,0
0.903186900,0,0,0,0,1,0,0,0,1,1
0.903195550,0,0,0,0,1,0,0,0,1,0
0.903212850,0,0,0,0,1,0,0,0,1,1
0.903221500,0,0,0,0,1,0,0,0,1,0
0.903238750,0,0,0,0,1,0,0,0,1,1
0.903247400,0,0,0,0,1,0,0,0,1,0
0.903264650,0,0,0,0,1,0,0,0,1,1
0.903281950,0,0,0,0,1,0,0,0,1,0
0.903290600,0,0,0,0,1,0,0,0,1,1
0.903307900,0,0,0,0,1,0,0,0,1,0
0.903316500,0,0,0,0,1,0,0,0,1,1
0.903368350,0,0,0,0,1,0,0,0,1,0
0.903446100,0,0,0,0,1,0,0,0,1,1
0.903465900,0,0,0,0,1,0,0,1,1,1
0.903466300,1,0,0,1,0,1,0,0,1,1
0.903467000,1,0,0,0,0,0,1,0,1,1
0.903467200,1,0,0,0,1,0,0,0,1,1
0.903489750,1,0,0,0,1,0,0,1,1,1
0.903490150,1,0,0,0,0,0,1,1,1,1
0.903490450,1,0,0,1,0,1,1,1,1,1
0.903490500,1,0,0,1,0,1,0,1,1,1
1.091427250,1,0,0,0,1,0,1,0,1,1
1.091427950,1,0,0,0,1,0,1,1,1,1
1.169167300,1,0,0,1,1,0,1,1,1,1
1.169167350,0,0,0,1,0,0,1,0,1,1
1.169168400,0,0,0,0,1,0,1,0,1,1
1.169168450,0,0,0,0,1,0,0,0,1,1
1.169192100,0,0,0,0,1,0,0,1,1,1
1.169192850,0,0,0,0,0,0,1,0,1,1
1.169193250,0,0,0,0,0,0,1,1,1,1
1.169193500,0,0,0,0,1,1,0,0,1,1
1.169194350,0,0,0,1,1,1,0,0,1,1
1.169199100,0,0,0,1,0,0,0,0,1,1
1.169217150,0,0,0,1,0,0,0,0,0,1
1.169225800,0,0,0,1,0,0,0,0,1,1
1.169234450,0,0,0,1,0,0,0,0,0,1
1.169294900,0,0,0,1,0,0,0,0,1,1
1.169303550,0,0,0,1,0,0,0,0,0,1
1.169312200,0,0,0,1,0,0,0,0,1,1
1.169320850,0,0,0,1,0,0,0,0,0,1
1.169338100,0,0,0,1,0,0,0,0,1,1
1.169346750,0,0,0,1,0,0,0,0,0,1
1.169381300,0,0,0,1,0,0,0,0,1,1
1.169389950,0,0,0,1,0,0,0,0,0,1
1.169398600,0,0,0,1,0,0,0,0,1,1
1.169407250,0,0,0,1,0,0,0,0,0,1
1.169467700,0,0,0,1,0,0,0,0,1,1
1.169476350,0,0,0,1,0,0,0,0,0,1
1.169485000,0,0,0,1,0,0,0,0,1,1
1.169502250,0,0,0,1,0,0,0,0,0,1
1.169510900,0,0,0,1,0,0,0,0,1,1
1.169528200,0,0,0,1,0,0,0,0,0,1
1.169545450,0,0,0,1,0,0,0,0,1,1
1.169562750,0,0,0,1,0,0,0,0,0,1
1.169571400,0,0,0,1,0,0,0,0,1,1
1.169580050,0,0,0,1,0,0,0,0,0,1
1.169640500,0,0,0,1,0,0,0,0,1,1
1.169649150,0,0,0,1,0,0,0,0,0,1
1.169657800,0,0,0,1,0,0,0,0,1,1
1.169675050,0,0,0,1,0,0,0,0,0,1
1.169683700,0,0,0,1,0,0,0,0,1,1
1.169709650,0,0,0,1,0,0,0,0,0,1
1.169718250,0,0,0,1,0,0,0,0,1,1
1.169735550,0,0,0,1,0,0,0,0,0,1
1.169744200,0,0,0,1,0,0,0,0,1,1
1.169752850,0,0,0,1,0,0,0,0,0,1
1.169761450,0,0,0,1,0,0,0,0,1,1
1.169796050,0,0,0,1,0,0,0,0,0,1
1.169804650,0,0,0,1,0,0,0,0,1,1
1.169821950,0,0,0,1,0,0,0,0,0,1
1.169830600,0,0,0,1,0,0,0,0,1,1
1.169839250,0,0,0,1,0,0,0,0,0,1
1.169856500,0,0,0,1,0,0,0,0,1,1
1.169865150,0,0,0,1,0,0,0,0,0,1
1.169899700,0,0,0,1,0,0,0,0,1,1
1.169908350,0,0,0,1,0,0,0,0,0,1
1.169917000,0,0,0,1,0,0,0,0,1,1
1.169925650,0,0,0,1,0,0,0,0,0,1
1.169934250,0,0,0,1,0,0,0,0,1,1
1.169977500,0,0,0,1,0,0,0,0,0,1
